1;dc2fcc32-9335-4c46-94cd-042241553b11;data.folder.FolderData.;"";"";2015-01-26 19:13:44.542712+01;2015-05-10 20:04:07.760768+02;3;;1;f
2;f0d383ca-21ed-403d-b0d0-2b5eafc09337;data.parameter.ParameterData.;"";"";2015-01-26 19:13:46.944624+01;2015-05-10 20:04:07.760926+02;3;;1;f
3;da0e4527-36d8-4cf8-a035-508855a060cb;data.array.kpoints.KpointsData.;"";"";2015-01-26 19:13:46.803697+01;2015-05-10 20:04:07.761024+02;3;;1;f
4;35dc396b-b9ca-41cf-a3a4-d0ca8b815e85;calculation.job.quantumespresso.pw.PwCalculation.;"";"";2015-01-08 14:43:20.525078+01;2015-05-10 20:04:07.761124+02;3;1;26;f
5;b0b1ab5a-60d6-4c7d-b70b-495c70ad1e1a;data.array.kpoints.KpointsData.;"";"";2015-01-08 14:43:20.515868+01;2015-05-10 20:04:07.761246+02;3;;1;f
6;dc4452c5-6e26-48da-a038-0e3bb9c9a758;data.array.kpoints.KpointsData.;"";"";2014-12-23 14:11:13.281758+01;2015-05-10 20:04:07.76139+02;3;;1;f
7;351de860-c321-4479-bc84-fc74e053a351;data.parameter.ParameterData.;"";"";2015-01-08 14:43:20.780488+01;2015-05-10 20:04:07.761494+02;3;;1;f
8;75f1007e-ce35-497a-890d-33f174b8f104;data.parameter.ParameterData.;"";"";2015-01-08 14:43:20.516585+01;2015-05-10 20:04:07.761594+02;3;;1;f
9;8bd775a2-07b5-4f2f-a359-f856e95fcbde;data.folder.FolderData.;"";"";2014-12-29 05:25:39.840468+01;2015-05-10 20:04:07.761693+02;3;;1;f
10;fb7abc99-64de-4139-a537-ec9f8c355ce9;data.structure.StructureData.;"";"";2015-01-30 19:53:44.996598+01;2015-05-10 20:04:07.761793+02;3;;1;f
11;46342b94-5e57-4977-ba96-da41d1b93818;data.array.kpoints.KpointsData.;"";"";2015-01-30 19:53:45.65385+01;2015-05-10 20:04:07.761892+02;3;;1;f
12;989eddae-1365-4405-aeb4-d2aab7e9f53f;data.structure.StructureData.;"";"";2015-01-30 19:53:46.56149+01;2015-05-10 20:04:07.761991+02;3;;1;f
13;7a777b1b-5e88-417a-8ad4-ee9c30c68521;data.array.kpoints.KpointsData.;"";"";2015-01-30 19:53:46.626729+01;2015-05-10 20:04:07.76209+02;3;;1;f
14;d02ff1c6-12e6-4eec-b6a2-36a15bf39d32;data.parameter.ParameterData.;"";"";2015-01-12 11:21:48.282576+01;2015-05-10 20:04:07.762187+02;3;;1;f
15;8637a889-f2a9-494b-8c8b-c0072fe8cd8c;data.array.kpoints.KpointsData.;"";"";2015-01-12 11:21:48.281848+01;2015-05-10 20:04:07.762284+02;3;;1;f
16;323bc05d-0b5e-40a8-b574-c4124b6646d1;data.parameter.ParameterData.;"";"";2015-01-12 11:21:48.564768+01;2015-05-10 20:04:07.762383+02;3;;1;f
17;300e784e-70f1-403b-8a4a-912671f5bc14;calculation.job.quantumespresso.pw.PwCalculation.;"";"";2015-01-12 11:21:48.291438+01;2015-05-10 20:04:07.762481+02;3;2;1571;f
18;9dfca920-04c5-405e-bae3-1d6c2da5a23b;data.remote.RemoteData.;"";"";2015-01-28 03:07:02.285917+01;2015-05-10 20:04:07.762592+02;3;2;1;f
19;7bd45b7f-f568-4c4c-9422-7525bc718895;data.remote.RemoteData.;"";"";2015-01-28 03:06:17.321881+01;2015-05-10 20:04:07.7627+02;3;2;1;f
20;7d0ff9e8-032d-4bae-96d3-7f65949fb0e6;data.remote.RemoteData.;"";"";2015-01-28 03:06:27.311461+01;2015-05-10 20:04:07.762809+02;3;2;1;f
21;16349419-dbf0-4a56-a287-3b6292f61150;data.folder.FolderData.;"";"";2015-01-28 03:08:30.506242+01;2015-05-10 20:04:07.762917+02;3;;1;f
22;a42e81e7-2fd1-48d4-a44f-02e63593ec8e;data.parameter.ParameterData.;"";"";2015-01-28 03:08:35.694586+01;2015-05-10 20:04:07.763015+02;3;;1;f
23;8e09ec53-635d-4788-861b-1174e7557414;data.parameter.ParameterData.;"";"";2015-01-09 03:48:19.022026+01;2015-05-10 20:04:07.763113+02;3;;1;f
24;b857b7ab-b976-49a8-82a8-7552d3c89e41;data.folder.FolderData.;"";"";2015-01-09 03:48:18.494649+01;2015-05-10 20:04:07.763217+02;3;;1;f
25;148e357f-4e01-45a0-9dc1-46b5444a3e8d;data.parameter.ParameterData.;"";"";2014-12-23 13:55:32.878481+01;2015-05-10 20:04:07.765948+02;3;;1;f
26;36679151-74d5-40cc-9f12-3da8be247b05;data.parameter.ParameterData.;"";"";2014-12-23 13:55:33.306175+01;2015-05-10 20:04:07.766062+02;3;;1;f
27;ef1a8de8-aac1-492f-b264-01204791f7b8;data.array.kpoints.KpointsData.;"";"";2014-12-23 13:55:31.495324+01;2015-05-10 20:04:07.766162+02;3;;1;f
28;3d9720c9-55bb-4577-960a-f6e038b66e19;calculation.job.quantumespresso.pw.PwCalculation.;"";"";2014-12-23 13:55:31.508611+01;2015-05-10 20:04:07.766258+02;3;2;851;f
29;906770c3-496a-47ed-8438-52da65d8469d;data.parameter.ParameterData.;"";"";2014-12-23 13:55:31.496179+01;2015-05-10 20:04:07.766369+02;3;;1;f
30;535d196c-5f5a-4e11-abf1-794dcfa85550;data.parameter.ParameterData.;"";"";2014-12-23 13:55:31.898115+01;2015-05-10 20:04:07.766468+02;3;;1;f
31;08d11779-5272-43ee-90c9-8ddf3b969294;data.array.kpoints.KpointsData.;"";"";2014-12-23 13:55:32.241234+01;2015-05-10 20:04:07.766565+02;3;;1;f
32;2229463f-846a-42d2-8e39-cc8f17bc6657;calculation.job.quantumespresso.pw.PwCalculation.;"";"";2014-12-23 13:55:32.255458+01;2015-05-10 20:04:07.766664+02;3;2;851;f
33;47a3d986-3f7e-4693-ba5d-2aaea64b3127;data.parameter.ParameterData.;"";"";2014-12-23 13:55:32.242134+01;2015-05-10 20:04:07.766773+02;3;;1;f
34;5e7f96b5-4582-4e85-a077-eedc6a2ad3c8;data.parameter.ParameterData.;"";"";2014-12-23 13:55:32.678379+01;2015-05-10 20:04:07.76687+02;3;;1;f
35;27646c11-39fa-4f27-9257-bd95c1f1bf26;data.parameter.ParameterData.;"";"";2015-01-08 22:58:47.479901+01;2015-05-10 20:04:07.766967+02;3;;1;f
36;1295b451-7e70-46c7-9494-c3955caa731b;data.parameter.ParameterData.;"";"";2015-01-08 20:01:49.609349+01;2015-05-10 20:04:07.767088+02;3;;1;f
37;21ae3182-5436-4187-bc99-cd2494983e9c;data.parameter.ParameterData.;"";"";2015-01-08 20:01:50.684618+01;2015-05-10 20:04:07.767186+02;3;;1;f
38;9e0cd32a-a9c8-4ef7-ac32-6ce44d8487c1;data.parameter.ParameterData.;"";"";2015-01-08 20:01:45.448789+01;2015-05-10 20:04:07.767284+02;3;;1;f
39;3f65b731-11db-478f-8688-aea70e479303;data.folder.FolderData.;"";"";2015-01-08 20:01:44.75065+01;2015-05-10 20:04:07.76739+02;3;;1;f
40;cd343f7e-d25b-42f7-ada5-729b2c492689;data.parameter.ParameterData.;"";"";2015-01-08 20:01:42.58329+01;2015-05-10 20:04:07.767487+02;3;;1;f
41;077419c6-4c23-413c-b265-45a0ee9b9e08;data.parameter.ParameterData.;"";"";2015-01-08 20:01:43.888225+01;2015-05-10 20:04:07.767585+02;3;;1;f
42;56e68e1e-4365-47f0-b570-64ec6fe6c68a;calculation.job.quantumespresso.ph.PhCalculation.;"";"";2015-01-08 20:01:42.59252+01;2015-05-10 20:04:07.767682+02;3;1;263;f
43;67604a73-6dda-497f-8af2-183a2f9e3461;data.array.kpoints.KpointsData.;"";"";2015-01-08 14:48:46.345292+01;2015-05-10 20:04:07.767791+02;3;;1;f
44;d3a833b0-92d5-4f01-856e-b3faa77e7fd7;data.array.kpoints.KpointsData.;"";"";2015-01-08 15:09:07.71087+01;2015-05-10 20:04:07.767888+02;3;;1;f
45;5ed2b68b-1edc-4d2f-8950-d0d93e21f3b5;data.parameter.ParameterData.;"";"";2015-01-08 15:09:08.112324+01;2015-05-10 20:04:07.767986+02;3;;1;f
46;ed5b2225-3525-4e2a-8fd0-d693d9aafbae;data.parameter.ParameterData.;"";"";2015-01-08 15:09:07.711764+01;2015-05-10 20:04:07.768084+02;3;;1;f
47;0551d1c7-25c1-45cb-bd4b-5a9712379ada;calculation.job.quantumespresso.pw.PwCalculation.;"";"";2015-01-08 15:09:05.3818+01;2015-05-10 20:04:07.768181+02;3;1;341;f
48;8dfd0534-e316-4bc3-a3e5-cb167544198e;data.array.kpoints.KpointsData.;"";"";2015-01-08 15:09:05.371517+01;2015-05-10 20:04:07.768291+02;3;;1;f
